Timestamp,EventType,TaskName,TaskState,Priority,DeadlineMs,DeadlinePercent,ExecutionCount,MissCount,AvgExecTimeMs,CPUUtilization
2025-03-22 19:22:17.634,SYSTEM,Test started,,,,,,,,,
2025-03-22 19:22:17.635,STATE_UPDATE,CPUBoundTask,READY,70,100,0.00,0,0,0.000,
2025-03-22 19:22:17.635,CPU_UTILIZATION,,,,,,,,,,0.00
2025-03-22 19:22:17.637,SYSTEM,Tasks registered with kernel,,,,,,,,,
2025-03-22 19:22:17.642,SYSTEM,System started,,,,,,,,,
2025-03-22 19:22:17.753,STATE_UPDATE,CPUBoundTask,READY,70,100,97.00,1,0,18.428,
2025-03-22 19:22:17.754,RUNNING,IOBoundTask,RUNNING,50,200,0.00,1,0,0.000,
2025-03-22 19:22:17.754,STATE_UPDATE,MixedTask,READY,30,500,19.40,0,0,0.000,
2025-03-22 19:22:17.754,CPU_UTILIZATION,,,,,,,,,,66.38
2025-03-22 19:22:17.870,STATE_UPDATE,CPUBoundTask,READY,73,100,97.00,1,1,18.428,
2025-03-22 19:22:17.871,RUNNING,IOBoundTask,RUNNING,50,200,0.00,3,0,88.528,
2025-03-22 19:22:17.871,STATE_UPDATE,MixedTask,READY,30,500,42.00,0,0,0.000,
2025-03-22 19:22:17.871,CPU_UTILIZATION,,,,,,,,,,55.15
2025-03-22 19:22:17.978,STATE_UPDATE,CPUBoundTask,READY,77,100,80.00,1,2,18.428,
2025-03-22 19:22:17.978,RUNNING,IOBoundTask,RUNNING,50,200,0.00,4,0,86.774,
2025-03-22 19:22:17.978,STATE_UPDATE,MixedTask,READY,30,500,61.20,0,0,0.000,
2025-03-22 19:22:17.978,CPU_UTILIZATION,,,,,,,,,,43.38
2025-03-22 19:22:18.103,STATE_UPDATE,CPUBoundTask,READY,80,100,65.00,1,3,18.428,
2025-03-22 19:22:18.103,RUNNING,IOBoundTask,RUNNING,50,200,0.00,5,0,85.797,
2025-03-22 19:22:18.104,STATE_UPDATE,MixedTask,READY,30,500,80.40,0,0,0.000,
2025-03-22 19:22:18.104,CPU_UTILIZATION,,,,,,,,,,35.67
2025-03-22 19:22:18.212,STATE_UPDATE,CPUBoundTask,READY,84,100,82.00,1,4,18.428,
2025-03-22 19:22:18.212,RUNNING,IOBoundTask,RUNNING,50,200,0.00,7,0,90.573,
2025-03-22 19:22:18.212,STATE_UPDATE,MixedTask,READY,31,500,3.20,0,1,0.000,
2025-03-22 19:22:18.212,CPU_UTILIZATION,,,,,,,,,,27.32
2025-03-22 19:22:18.320,STATE_UPDATE,CPUBoundTask,READY,91,100,82.00,1,6,18.428,
2025-03-22 19:22:18.320,RUNNING,IOBoundTask,RUNNING,50,200,0.00,8,0,91.794,
2025-03-22 19:22:18.320,STATE_UPDATE,MixedTask,READY,31,500,26.00,0,1,0.000,
2025-03-22 19:22:18.320,CPU_UTILIZATION,,,,,,,,,,24.24
2025-03-22 19:22:18.428,STATE_UPDATE,CPUBoundTask,READY,98,100,65.00,1,8,18.428,
2025-03-22 19:22:18.429,RUNNING,IOBoundTask,RUNNING,50,200,0.00,9,0,92.899,
2025-03-22 19:22:18.429,STATE_UPDATE,MixedTask,READY,31,500,45.60,0,1,0.000,
2025-03-22 19:22:18.429,CPU_UTILIZATION,,,,,,,,,,21.77
2025-03-22 19:22:18.535,STATE_UPDATE,CPUBoundTask,READY,99,100,61.00,1,10,18.428,
2025-03-22 19:22:18.536,RUNNING,IOBoundTask,RUNNING,50,200,0.00,10,0,93.707,
2025-03-22 19:22:18.536,STATE_UPDATE,MixedTask,READY,31,500,67.80,0,1,0.000,
2025-03-22 19:22:18.536,CPU_UTILIZATION,,,,,,,,,,19.72
2025-03-22 19:22:18.653,STATE_UPDATE,CPUBoundTask,READY,99,100,64.00,1,12,18.428,
2025-03-22 19:22:18.654,RUNNING,IOBoundTask,RUNNING,50,200,0.00,11,0,92.712,
2025-03-22 19:22:18.654,STATE_UPDATE,MixedTask,READY,31,500,90.40,0,1,0.000,
2025-03-22 19:22:18.654,CPU_UTILIZATION,,,,,,,,,,17.76
2025-03-22 19:22:18.768,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:18.768,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:18.769,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:18.769,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:18.871,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:18.872,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:18.872,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:18.872,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:18.983,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:18.983,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:18.983,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:18.983,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.093,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.094,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.094,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.094,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.204,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.205,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.205,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.205,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.315,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.315,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.315,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.315,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.426,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.426,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.426,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.426,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.547,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.547,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.547,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.547,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.657,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.658,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.658,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.658,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.767,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.767,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.767,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.767,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.877,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.878,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.878,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.878,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:19.986,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:19.986,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:19.986,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:19.986,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.096,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.097,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.097,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.097,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.200,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.200,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.200,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.200,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.310,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.310,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.310,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.310,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.421,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.421,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.421,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.421,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.531,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.531,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.532,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.532,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.642,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.642,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.642,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.642,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.752,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.753,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.753,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.753,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.863,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.863,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.863,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.863,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:20.973,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:20.973,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:20.973,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:20.973,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.085,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.086,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.086,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.086,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.206,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.206,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.206,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.206,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.317,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.317,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.317,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.317,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.427,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.427,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.427,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.427,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.537,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.537,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.537,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.537,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.648,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.649,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.649,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.649,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.759,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.759,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.759,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.759,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.870,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.870,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.870,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.870,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:21.981,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:21.981,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:21.981,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:21.981,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.084,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.085,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.085,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.085,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.197,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.197,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.197,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.197,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.307,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.307,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.307,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.307,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.417,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.417,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.417,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.417,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.528,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.528,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.528,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.528,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.634,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.635,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.635,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.635,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.746,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.746,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.747,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.747,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.851,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.851,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.851,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.851,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:22.961,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:22.961,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:22.961,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:22.962,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.072,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.072,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.072,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.072,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.183,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.183,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.183,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.183,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.287,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.287,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.287,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.287,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.397,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.397,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.397,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.397,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.507,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.507,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.507,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.507,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.618,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.618,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.618,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.618,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.730,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.730,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.730,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.730,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.839,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.840,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.840,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.840,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:23.949,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:23.949,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:23.949,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:23.949,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.060,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.060,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.060,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.060,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.163,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.164,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.164,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.164,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.281,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.281,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.281,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.281,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.392,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.392,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.392,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.392,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.501,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.501,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.501,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.501,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.611,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.611,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.611,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.611,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.722,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.722,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.722,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.722,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.844,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.844,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.844,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.844,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:24.954,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:24.954,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:24.954,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:24.954,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:25.064,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:25.064,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:25.064,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:25.064,CPU_UTILIZATION,,,,,,,,,,16.16
2025-03-22 19:22:25.175,STATE_UPDATE,CPUBoundTask,READY,99,100,80.00,1,12,18.428,
2025-03-22 19:22:25.175,STATE_UPDATE,IOBoundTask,READY,50,200,0.00,11,0,91.822,
2025-03-22 19:22:25.175,STATE_UPDATE,MixedTask,READY,31,500,93.60,0,1,0.000,
2025-03-22 19:22:25.175,CPU_UTILIZATION,,,,,,,,,,16.16
